id,flightId,time,atmoTemp,temperature,humidity,pressure,accelX,accelY,accelZ,rollDeg,pitchDeg,yawDeg,flightTimeMin
5512,3,2023-03-07 20:20:45,7.2,7.1,27.5,1001.2,-0.2851,-1.03028,-0.03182,256.6,45.5,240.5,2.1333336000000145
5513,3,2023-03-07 20:20:45,7.2,6.9,27.4,1001.2,-0.4917,-0.80762,0.03607,233.9,38.1,208.1,2.1333336000000145
5514,3,2023-03-07 20:20:46,7.1,6.7,27.4,1001.1,-0.60277,-1.05585,-0.06219,218.5,28.6,189.8,2.150000299999874
5515,3,2023-03-07 20:20:47,7.0,6.6,27.3,1001.2,-0.18562,-0.96828,-0.0176,221.4,28.5,189.9,2.1666669999999613
5516,3,2023-03-07 20:20:47,6.9,6.5,27.5,1001.2,-0.31151,-1.03992,-0.06363,216.4,24.7,176.9,2.1666669999999613
5517,3,2023-03-07 20:20:48,6.9,6.6,27.2,1001.2,-0.40975,-1.23435,-0.19065,205.6,356.3,159.0,2.1833337000000483
5518,3,2023-03-07 20:20:48,6.9,6.8,27.5,1001.2,-0.30065,-0.92896,-0.02507,216.7,7.0,161.8,2.1833337000000483
5519,3,2023-03-07 20:20:49,7.0,6.9,27.4,1001.1,-0.3199,-0.94971,0.02486,218.1,9.9,164.7,2.200000399999908
5520,3,2023-03-07 20:20:50,7.0,6.8,27.3,1001.1,-0.25918,-0.85973,0.16888,269.0,17.5,231.1,2.216667099999995
5521,3,2023-03-07 20:20:50,7.0,6.8,27.5,1001.1,0.5792,-0.70221,0.24881,274.2,25.6,231.8,2.216667099999995
5522,3,2023-03-07 20:20:51,7.0,6.9,27.6,1001.1,0.39204,-0.79436,0.03826,281.4,29.5,220.4,2.233333799999855
5523,3,2023-03-07 20:20:51,6.9,6.6,27.4,1001.1,0.88662,-0.71523,0.16742,300.8,329.9,232.8,2.233333799999855
5524,3,2023-03-07 20:20:52,6.8,6.7,27.3,1001.2,0.86432,-0.54951,0.02997,275.2,342.3,242.2,2.250000499999942
5525,3,2023-03-07 20:20:53,6.8,6.6,27.3,1001.2,0.63448,-0.55048,0.09748,290.2,0.7,217.9,2.266667200000029
5526,3,2023-03-07 20:20:53,6.7,6.5,27.5,1001.2,0.43471,-0.64045,0.51712,293.0,30.6,166.6,2.266667200000029
5527,3,2023-03-07 20:20:54,6.8,6.6,27.5,1001.2,-0.14563,-0.29598,0.59584,311.1,55.7,164.8,2.2833338999998887
5528,3,2023-03-07 20:20:54,6.8,6.9,27.5,1001.2,-0.36186,-0.57822,0.69527,310.6,50.3,162.7,2.2833338999998887
5529,3,2023-03-07 20:20:55,6.9,6.8,27.6,1001.1,-0.44899,-0.591,0.64409,286.8,51.4,138.3,2.3000005999999757
5530,3,2023-03-07 20:20:56,6.9,7.0,27.6,1001.2,-0.26831,-0.77289,0.54028,268.0,39.5,123.3,2.316667300000063
5531,3,2023-03-07 20:20:56,7.0,6.9,27.6,1001.2,-0.30706,-0.80183,0.47399,263.7,34.4,120.3,2.316667300000063
5532,3,2023-03-07 20:20:57,6.9,6.7,27.4,1001.2,-0.31397,-0.91328,0.43939,264.0,5.4,99.2,2.3333339999999225
5533,3,2023-03-07 20:20:57,6.9,6.7,27.7,1001.2,0.04267,-0.87903,0.38943,272.6,359.0,91.2,2.3333339999999225
5534,3,2023-03-07 20:20:58,6.9,6.9,27.6,1001.2,-0.25794,-0.85201,0.46473,287.4,330.9,51.3,2.3500007000000096
5535,3,2023-03-07 20:20:59,7.0,7.0,27.8,1001.2,-0.02987,-0.90508,0.46985,284.3,328.5,58.4,2.3666673999998693
5536,3,2023-03-07 20:20:59,7.0,6.9,27.7,1001.2,0.03031,-0.93572,0.40259,270.5,332.5,88.0,2.3666673999998693
5537,3,2023-03-07 20:21:00,7.0,7.0,27.9,1001.2,0.02037,-0.87203,0.43573,266.3,339.4,99.0,2.3833320999999614
5538,3,2023-03-07 20:21:00,7.1,7.0,27.5,1001.2,-0.01876,-0.82813,0.41087,269.7,345.1,105.8,2.3833320999999614
5539,3,2023-03-07 20:21:01,7.1,7.2,27.7,1001.1,-0.14761,-0.86817,0.50713,272.8,355.5,109.2,2.3999988000000485
5540,3,2023-03-07 20:21:02,7.1,7.1,27.5,1001.2,-0.10194,-0.78254,0.48252,274.3,1.1,111.5,2.416665499999908
5541,3,2023-03-07 20:21:02,7.2,7.1,27.7,1001.2,-0.09207,-0.80835,0.52444,271.9,1.9,111.8,2.416665499999908
5542,3,2023-03-07 20:21:03,7.2,7.0,27.9,1001.2,0.05819,-0.79339,0.46083,279.5,2.6,116.5,2.4333321999999953
5543,3,2023-03-07 20:21:03,7.2,7.1,27.8,1001.1,-0.02394,-0.9058,0.51737,277.9,5.3,122.4,2.4333321999999953
5544,3,2023-03-07 20:21:04,7.2,7.1,27.9,1001.2,-0.01086,-0.83344,0.48398,276.3,4.0,126.5,2.449998899999855
5545,3,2023-03-07 20:21:05,7.2,7.0,27.7,1001.2,-0.00765,-0.90677,0.50811,274.5,11.9,128.0,2.466665599999942
5546,3,2023-03-07 20:21:05,7.2,7.2,27.9,1001.2,-0.16587,-0.78205,0.29707,278.1,17.9,129.9,2.466665599999942
5547,3,2023-03-07 20:21:06,7.2,7.3,27.8,1001.1,-0.11897,-0.88723,0.35848,285.7,23.6,145.3,2.483332300000029
5548,3,2023-03-07 20:21:06,7.2,7.2,28.0,1001.2,-0.20734,-0.87565,0.49032,296.6,29.6,152.8,2.483332300000029
5549,3,2023-03-07 20:21:07,7.2,7.2,27.7,1001.2,-0.23449,-0.86697,0.4774,292.0,24.0,146.2,2.499998999999889
5550,3,2023-03-07 20:21:08,7.2,7.2,27.9,1001.1,-0.23153,-0.74635,0.51323,300.1,29.9,151.3,2.516665699999976
5551,3,2023-03-07 20:21:08,7.2,7.1,28.0,1001.1,-0.21894,-0.86986,0.56245,323.9,58.1,166.7,2.516665699999976
5552,3,2023-03-07 20:21:09,7.2,7.1,27.8,1001.1,-0.35915,-0.54831,0.71891,327.4,33.9,172.0,2.533332400000063
5553,3,2023-03-07 20:21:09,7.2,7.0,27.6,1001.1,-0.45442,-0.55048,0.73499,308.6,44.2,150.2,2.533332400000063
5554,3,2023-03-07 20:21:10,7.1,6.8,27.5,1001.1,-0.28189,-0.45664,0.67845,292.1,25.1,142.7,2.5499990999999227
5555,3,2023-03-07 20:21:11,7.1,6.9,27.7,1001.1,-0.34903,-0.56423,0.73426,283.9,20.0,135.8,2.5666658000000098
5556,3,2023-03-07 20:21:11,7.1,7.1,27.9,1001.2,-0.36334,-0.58063,0.68552,283.8,19.2,139.0,2.5666658000000098
5557,3,2023-03-07 20:21:12,7.2,7.2,27.9,1001.1,-0.37075,-0.62453,0.70453,281.9,19.3,137.8,2.5833324999998695
5558,3,2023-03-07 20:21:12,7.2,7.1,27.7,1001.1,-0.36729,-0.58135,0.66066,285.3,13.2,141.3,2.5833324999998695
5559,3,2023-03-07 20:21:13,7.2,7.2,27.8,1001.1,0.09698,-0.75576,0.63142,279.7,8.2,148.3,2.5999991999999565
5560,3,2023-03-07 20:21:14,7.2,7.2,27.9,1001.1,-0.05504,-0.72609,0.68844,277.8,359.8,160.2,2.6166659000000436
5561,3,2023-03-07 20:21:14,7.3,7.2,27.9,1001.1,0.44246,-0.86697,0.37846,291.9,28.7,147.4,2.6166659000000436
5562,3,2023-03-07 20:21:15,7.3,7.2,28.1,1001.1,0.22863,-0.64214,0.44523,291.1,33.7,148.0,2.6333325999999033
5563,3,2023-03-07 20:21:15,7.3,7.3,28.2,1001.1,0.24996,-0.77337,0.35945,292.2,27.0,156.4,2.6333325999999033
5564,3,2023-03-07 20:21:16,7.3,7.2,28.0,1001.1,0.07613,-0.9842,0.42842,289.3,31.1,146.5,2.6499992999999904
5565,3,2023-03-07 20:21:17,7.3,7.2,28.2,1001.1,0.19444,-0.93933,0.4601,277.2,32.7,132.2,2.66666599999985
5566,3,2023-03-07 20:21:17,7.3,7.2,27.9,1001.1,0.08777,-0.87686,0.44621,270.7,31.9,126.5,2.66666599999985
5567,3,2023-03-07 20:21:18,7.3,7.2,27.8,1001.1,0.07007,-0.90797,0.27855,260.7,18.7,113.9,2.683332699999937
5568,3,2023-03-07 20:21:18,7.3,7.1,28.0,1001.1,0.03055,-0.90797,0.41502,283.2,30.1,133.5,2.683332699999937
5569,3,2023-03-07 20:21:19,7.3,7.2,27.3,1001.1,-0.01135,-0.86045,0.48934,290.1,34.8,152.2,2.6999994000000243
5570,3,2023-03-07 20:21:20,7.3,7.1,27.9,1001.1,0.05601,-0.92631,0.35458,292.8,35.7,158.7,2.716666099999884
5571,3,2023-03-07 20:21:20,7.3,7.2,28.0,1001.1,0.01455,-0.89712,0.42915,300.3,24.8,163.3,2.716666099999884
5572,3,2023-03-07 20:21:21,7.3,7.3,27.9,1001.1,0.18499,-0.79605,0.45937,299.0,32.0,158.8,2.733332799999971
5573,3,2023-03-07 20:21:21,7.3,7.2,28.0,1001.1,-0.03357,-0.914,0.42111,303.3,33.8,162.3,2.733332799999971
5574,3,2023-03-07 20:21:22,7.3,7.2,28.0,1001.0,0.048,-0.74394,0.42988,317.3,33.6,170.1,2.749999500000058
5575,3,2023-03-07 20:21:23,7.3,7.3,27.7,1001.0,0.02861,-0.83802,0.46205,321.0,37.3,167.8,2.766666199999918
5576,3,2023-03-07 20:21:23,7.3,7.2,28.0,1001.1,-0.00296,-0.86504,0.51054,320.3,34.5,170.2,2.766666199999918
5577,3,2023-03-07 20:21:24,7.3,7.3,28.3,1001.1,0.00218,-0.80714,0.46302,320.7,36.1,170.3,2.783332900000005
5578,3,2023-03-07 20:21:24,7.4,7.3,28.1,1001.1,0.01285,-0.88843,0.47155,321.6,32.4,174.8,2.783332900000005
5579,3,2023-03-07 20:21:25,7.3,7.2,27.9,1001.1,-0.04492,-0.8812,0.50299,323.7,29.7,174.0,2.7999995999998646
5580,3,2023-03-07 20:21:26,7.3,7.2,28.1,1001.1,-0.08244,-0.8467,0.52614,321.3,29.5,173.3,2.8166662999999517
5581,3,2023-03-07 20:21:26,7.3,7.2,27.8,1001.1,-0.04838,-0.81558,0.53102,313.0,32.8,167.7,2.8166662999999517
5582,3,2023-03-07 20:21:27,7.3,7.2,27.9,1001.1,-0.08837,-0.81028,0.51664,310.2,29.7,165.4,2.8333330000000387
5583,3,2023-03-07 20:21:27,7.3,7.2,28.0,1001.1,-0.16834,-0.96273,0.47277,309.2,28.4,165.3,2.8333330000000387
5584,3,2023-03-07 20:21:28,7.3,7.3,27.8,1001.1,-0.14465,-0.80183,0.45035,316.1,28.0,164.7,2.8499996999998984
5585,3,2023-03-07 20:21:29,7.3,7.3,27.9,1001.1,-0.1444,-0.87975,0.45888,315.3,29.3,167.4,2.8666663999999855
5586,3,2023-03-07 20:21:29,7.3,7.3,28.1,1001.1,-0.16908,-0.83078,0.47107,310.5,31.8,161.8,2.8666663999999855
5587,3,2023-03-07 20:21:30,7.3,7.3,28.0,1001.1,-0.1792,-0.86624,0.45474,310.3,31.7,162.2,2.8833331000000726
5588,3,2023-03-07 20:21:30,7.4,7.3,28.4,1001.1,-0.16933,-0.89254,0.45181,308.2,29.0,161.6,2.8833331000000726
5589,3,2023-03-07 20:21:31,7.4,7.3,28.1,1001.1,-0.15674,-0.87348,0.4311,306.8,28.6,160.8,2.8999997999999323
5590,3,2023-03-07 20:21:32,7.4,7.3,27.9,1001.1,-0.16217,-0.86455,0.41014,304.7,28.0,159.6,2.9166665000000194
5591,3,2023-03-07 20:21:32,7.4,7.3,28.3,1001.1,-0.13922,-0.90194,0.43939,303.9,32.0,160.2,2.9166665000000194
5592,3,2023-03-07 20:21:33,7.4,7.2,27.9,1001.1,-0.17229,-0.82113,0.40868,302.2,30.0,157.7,2.933333199999879
5593,3,2023-03-07 20:21:33,7.4,7.2,28.1,1001.1,-0.13946,-0.85852,0.41307,299.4,29.5,159.6,2.933333199999879
5594,3,2023-03-07 20:21:34,7.4,7.2,28.3,1001.1,-0.1518,-0.86865,0.4216,299.3,28.8,160.0,2.949999899999966
5595,3,2023-03-07 20:21:35,7.4,7.2,28.2,1001.1,-0.16217,-0.88578,0.42501,300.9,27.2,163.5,2.9666666000000532
5596,3,2023-03-07 20:21:35,7.4,7.3,27.9,1001.1,-0.1407,-0.85539,0.32728,293.3,23.7,157.7,2.9666666000000532
5597,3,2023-03-07 20:21:36,7.4,7.3,28.0,1001.1,0.05916,-0.81944,0.24467,283.8,15.8,114.1,2.983333299999913
5598,3,2023-03-07 20:21:36,7.4,7.3,28.4,1001.1,-0.21154,-0.77892,0.79713,305.7,49.6,136.4,2.983333299999913
5599,3,2023-03-07 20:21:37,7.4,7.3,27.6,1001.1,-0.04715,-0.90315,0.58317,315.8,44.5,152.8,3.0
5600,3,2023-03-07 20:21:38,7.5,7.3,28.3,1001.1,-0.05159,-0.74153,0.69039,341.8,35.3,201.0,3.0166666999998597
5601,3,2023-03-07 20:21:38,7.5,7.4,28.2,1001.1,0.00606,-0.70607,0.62606,334.5,28.1,202.0,3.0166666999998597
5602,3,2023-03-07 20:21:39,7.4,7.3,28.0,1001.1,0.14256,-0.71741,0.56903,305.3,18.9,141.3,3.0333333999999468
5603,3,2023-03-07 20:21:39,7.5,7.4,28.3,1001.1,-0.0901,-0.64021,0.63191,277.6,2.1,71.6,3.0333333999999468
5604,3,2023-03-07 20:21:40,7.5,7.4,28.0,1001.1,0.17844,-0.60451,0.61095,273.7,3.3,41.0,3.050000100000034
5605,3,2023-03-07 20:21:41,7.5,7.4,28.4,1001.1,-0.06665,-1.16078,0.63897,258.9,355.5,35.2,3.0666667999998936
5606,3,2023-03-07 20:21:41,7.5,7.4,28.1,1001.1,0.09892,-1.14196,0.82223,276.2,6.2,51.4,3.0666667999998936
5607,3,2023-03-07 20:21:42,7.6,7.6,28.2,1001.1,0.00994,-1.31468,0.49032,286.7,301.0,355.8,3.0833334999999806
5608,3,2023-03-07 20:21:42,7.5,7.6,28.2,1001.1,-0.03678,-0.72923,0.69039,325.1,343.9,278.2,3.0833334999999806
5609,3,2023-03-07 20:21:43,7.5,7.4,28.2,1001.1,0.1348,-0.70245,0.67821,329.1,345.9,259.0,3.1000002000000677
5610,3,2023-03-07 20:21:44,7.5,7.3,29.4,1001.1,-0.05529,-0.88916,0.82126,321.8,354.2,242.1,3.1166668999999274
5611,3,2023-03-07 20:21:44,7.4,7.2,28.0,1001.1,-0.06837,-0.99096,0.66212,314.2,55.2,201.8,3.1166668999999274
5612,3,2023-03-07 20:21:45,7.4,7.2,28.2,1001.1,-0.62869,-0.23954,0.28391,151.8,74.1,8.9,3.1333336000000145
5613,3,2023-03-07 20:21:45,7.4,7.3,28.3,1001.0,-0.50404,-0.54734,0.49251,52.2,82.2,272.5,3.1333336000000145
5614,3,2023-03-07 20:21:46,7.4,7.3,28.3,1001.0,-0.41444,-0.59052,0.4233,355.9,75.2,211.9,3.150000299999874
5615,3,2023-03-07 20:21:47,7.4,7.4,28.1,1001.0,-0.5344,-0.61585,0.56099,28.0,49.4,248.7,3.1666669999999613
5616,3,2023-03-07 20:21:47,7.4,7.3,28.1,1001.1,-0.63955,-0.60934,0.57464,350.7,42.7,223.8,3.1666669999999613
5617,3,2023-03-07 20:21:48,7.4,7.2,28.2,1001.1,-0.37815,-0.63177,0.48569,346.7,29.5,217.7,3.1833337000000483
5618,3,2023-03-07 20:21:48,7.4,7.1,28.1,1001.1,-0.31792,-0.55892,0.63142,18.3,31.3,231.5,3.1833337000000483
5619,3,2023-03-07 20:21:49,7.3,6.9,28.2,1001.1,-0.62894,-0.79412,0.53467,351.9,44.4,208.1,3.200000399999908
5620,3,2023-03-07 20:21:50,7.3,7.1,28.2,1001.1,-0.33446,-0.99819,0.54198,9.4,20.3,230.7,3.216667099999995
5621,3,2023-03-07 20:21:50,7.3,7.1,27.9,1001.1,-0.65165,-0.48872,0.42598,348.8,34.9,213.3,3.216667099999995
5622,3,2023-03-07 20:21:51,7.3,7.1,28.3,1001.1,-0.51391,-0.92197,0.4021,352.6,13.4,237.3,3.233333799999855
5623,3,2023-03-07 20:21:51,7.3,7.1,28.3,1001.1,-0.76001,-0.89591,0.44182,333.9,67.2,220.2,3.233333799999855
5624,3,2023-03-07 20:21:52,7.3,7.1,28.2,1001.1,-0.63165,-0.59535,0.22883,325.2,48.1,218.4,3.250000499999942
5625,3,2023-03-07 20:21:53,7.2,6.8,28.3,1001.1,-0.43986,-0.71065,0.18838,350.5,19.5,262.2,3.266667200000029
5626,3,2023-03-07 20:21:53,7.1,6.6,28.1,1001.1,-0.44085,-0.92414,0.71354,301.8,344.7,271.4,3.266667200000029
5627,3,2023-03-07 20:21:54,7.0,6.5,28.0,1001.2,0.14935,-0.94054,0.23858,332.5,324.7,272.4,3.2833338999998887
5628,3,2023-03-07 20:21:56,6.9,6.5,28.3,1001.2,-0.0232,-0.69159,0.45986,327.2,332.0,241.6,3.316667300000063
5629,3,2023-03-07 20:21:56,6.9,6.6,28.2,1001.2,-0.37149,-0.51212,0.12745,10.9,349.6,201.4,3.316667300000063
5630,3,2023-03-07 20:21:57,6.9,6.6,28.1,1001.2,-0.44628,-0.82403,0.3848,16.5,353.6,201.0,3.3333339999999225
5631,3,2023-03-07 20:21:58,6.9,6.6,28.1,1001.2,-0.41666,-0.78205,0.35214,12.2,355.2,198.4,3.3500007000000096
5632,3,2023-03-07 20:21:58,6.8,6.5,28.2,1001.2,-0.39938,-0.82933,0.36262,12.5,3.5,191.4,3.3500007000000096
5633,3,2023-03-07 20:21:59,6.8,6.6,27.4,1001.2,-0.28979,-0.86914,0.44621,2.6,357.5,195.8,3.3666673999998693
5634,3,2023-03-07 20:21:59,6.8,6.4,28.0,1001.2,-0.42011,-0.81148,0.38212,7.8,355.1,199.2,3.3666673999998693
5635,3,2023-03-07 20:22:00,6.7,6.4,28.2,1001.2,-0.44776,-0.78616,0.37968,5.5,359.7,198.9,3.3833320999999614
5636,3,2023-03-07 20:22:01,6.7,6.2,28.3,1001.2,-0.43221,-0.80208,0.39016,3.6,356.3,196.1,3.3999988000000485
5637,3,2023-03-07 20:22:01,6.6,6.2,28.2,1001.2,-0.42332,-0.81197,0.36018,1.3,358.1,196.3,3.3999988000000485
5638,3,2023-03-07 20:22:02,6.6,6.2,28.2,1001.2,-0.43394,-0.82813,0.36798,358.1,357.6,196.9,3.416665499999908
5639,3,2023-03-07 20:22:02,6.6,6.1,28.0,1001.2,-0.41222,-0.82644,0.36116,357.6,358.9,197.3,3.416665499999908
5640,3,2023-03-07 20:22:03,6.5,6.2,28.3,1001.2,-0.44603,-0.77578,0.35848,353.7,354.8,197.1,3.4333321999999953
5641,3,2023-03-07 20:24:32,6.7,6.5,29.9,1001.0,-0.62746,-0.28706,0.71159,332.4,34.4,126.5,5.916666500000019
5642,3,2023-03-07 20:24:32,6.7,6.5,30.1,1001.0,-0.62474,-0.28368,0.74596,328.7,34.6,128.5,5.916666500000019
5643,3,2023-03-07 20:24:33,6.7,6.5,30.0,1001.1,-0.61832,-0.3493,0.7306,328.4,32.3,135.4,5.933333199999879
5644,3,2023-03-07 20:24:33,6.7,6.4,29.7,1001.1,-0.56871,-0.3505,0.76107,326.7,31.5,135.7,5.933333199999879
5645,3,2023-03-07 20:24:34,6.7,6.4,29.7,1001.1,-0.54995,-0.40116,0.73304,325.7,31.7,135.1,5.949999899999966
5646,3,2023-03-07 20:24:35,6.7,6.4,29.8,1001.1,-0.54452,-0.36087,0.73207,328.4,36.7,133.1,5.966666600000053
5647,3,2023-03-07 20:24:35,6.7,6.5,29.7,1001.1,-0.56427,-0.23833,0.70672,327.1,36.7,133.4,5.966666600000053
5648,3,2023-03-07 20:24:36,6.7,6.4,29.9,1001.1,-0.68053,-0.24002,0.76399,324.9,37.5,133.6,5.983333299999913
5649,3,2023-03-07 20:24:36,6.7,6.5,29.9,1001.1,-0.6282,-0.275,0.70794,320.3,33.7,127.4,5.983333299999913
5650,3,2023-03-07 20:24:37,6.7,6.5,30.1,1001.0,-0.60524,-0.32541,0.75156,318.3,30.8,118.9,6.0
5651,3,2023-03-07 20:24:38,6.8,6.5,29.8,1001.0,-0.54106,-0.31094,0.71159,316.7,32.8,115.6,6.01666669999986
5652,3,2023-03-07 20:24:38,6.8,6.6,29.8,1001.1,-0.59512,-0.29671,0.6804,324.2,39.6,121.5,6.01666669999986
5653,3,2023-03-07 20:24:39,6.8,6.5,29.7,1001.1,-0.70101,-0.26945,0.70575,321.4,41.1,121.2,6.033333399999947
5654,3,2023-03-07 20:24:39,6.8,6.6,29.5,1001.1,-0.67386,-0.27403,0.71525,319.4,40.0,119.6,6.033333399999947
5655,3,2023-03-07 20:24:40,6.8,6.5,29.9,1001.1,-0.60549,-0.24774,0.64433,324.0,38.9,120.3,6.050000100000034
5656,3,2023-03-07 20:24:41,6.8,6.6,29.8,1001.1,-0.50182,-0.2598,0.63361,333.1,38.2,122.8,6.0666667999998936
5657,3,2023-03-07 20:24:41,6.8,6.6,29.7,1001.0,-0.57587,-0.27596,0.72061,334.4,37.7,127.0,6.0666667999998936
5658,3,2023-03-07 20:24:42,6.8,6.7,29.8,1001.0,-0.62252,-0.34375,0.71549,335.7,37.6,129.3,6.083333499999981
5659,3,2023-03-07 20:24:42,6.8,6.7,29.9,1001.0,-0.56748,-0.30925,0.71647,334.3,36.9,127.8,6.083333499999981
5660,3,2023-03-07 20:24:43,6.8,6.7,29.8,1001.0,-0.58179,-0.3534,0.70185,334.1,36.5,128.9,6.100000200000068
5661,3,2023-03-07 20:24:44,6.8,6.7,29.9,1001.0,-0.59611,-0.37076,0.70185,332.2,36.2,127.4,6.116666899999927
5662,3,2023-03-07 20:24:44,6.8,6.7,29.7,1001.0,-0.61067,-0.37462,0.70087,331.7,36.0,125.2,6.116666899999927
5663,3,2023-03-07 20:24:45,6.8,6.7,29.9,1001.0,-0.62227,-0.38403,0.70258,333.5,35.9,127.6,6.1333336000000145
5664,3,2023-03-07 20:24:45,6.9,6.8,29.8,1001.0,-0.50749,-0.31842,0.65847,333.1,42.7,116.5,6.1333336000000145
5665,3,2023-03-07 20:24:46,6.9,6.7,30.0,1001.0,-0.69163,-0.37197,0.65603,350.1,39.4,128.2,6.150000299999874
5666,3,2023-03-07 20:24:47,6.9,6.8,29.7,1001.0,-0.71854,-0.28851,0.57123,349.9,43.7,127.3,6.166666999999961
5667,3,2023-03-07 20:24:47,6.9,6.8,29.7,1001.0,-0.44677,-0.21759,0.64482,8.1,12.7,142.3,6.166666999999961
5668,3,2023-03-07 20:24:48,6.9,6.7,28.2,1001.0,-0.5808,-0.51671,0.72597,13.7,32.2,141.0,6.183333700000048
5669,3,2023-03-07 20:24:48,6.9,6.7,30.0,1001.0,-0.51761,-0.47546,0.62533,1.3,35.2,130.3,6.183333700000048
5670,3,2023-03-07 20:24:49,6.9,6.7,29.7,1001.1,-0.49688,-0.45278,0.7713,4.4,19.0,135.6,6.200000399999908
5671,3,2023-03-07 20:24:50,6.9,6.8,29.6,1001.1,-0.34508,-0.49958,0.72744,2.5,16.6,136.8,6.216667099999995
5672,3,2023-03-07 20:24:50,6.9,6.8,29.5,1001.0,-0.28164,-0.45423,0.7886,355.3,20.9,129.8,6.216667099999995
5673,3,2023-03-07 20:24:51,6.9,6.7,29.7,1001.0,-0.31941,-0.52298,0.74498,356.0,24.7,127.7,6.233333799999855
5674,3,2023-03-07 20:24:51,6.9,6.7,29.7,1001.0,-0.27473,-0.50754,0.7345,17.3,24.2,141.5,6.233333799999855
5675,3,2023-03-07 20:24:52,6.9,6.7,29.6,1001.0,-0.32879,-0.56519,0.77861,13.5,22.2,144.4,6.250000499999942
5676,3,2023-03-07 20:24:53,7.0,6.7,29.7,1001.0,-0.40481,-0.66434,0.812,8.2,29.7,145.8,6.266667200000029
5677,3,2023-03-07 20:24:53,7.0,6.7,29.9,1001.0,-0.34508,-0.55747,0.6726,8.5,28.6,146.8,6.266667200000029
5678,3,2023-03-07 20:24:54,7.0,6.7,29.8,1001.0,-0.47491,-0.48848,0.56391,20.7,36.1,157.2,6.283333899999889
5679,3,2023-03-07 20:24:54,6.9,6.7,29.2,1001.0,-0.5223,-0.54396,0.65725,17.9,44.1,157.0,6.283333899999889
5680,3,2023-03-07 20:24:56,7.0,6.8,29.5,1001.0,-0.54773,-0.44434,0.73913,31.1,58.5,177.8,6.316667300000063
5681,3,2023-03-07 20:24:57,6.9,6.7,29.7,1001.0,-0.71706,-0.45761,0.5817,11.5,61.2,154.2,6.3333339999999225
5682,3,2023-03-07 20:24:58,6.9,6.8,29.6,1001.0,-0.46109,-0.58835,0.65896,354.1,58.4,141.2,6.35000070000001
5683,3,2023-03-07 20:24:58,6.9,6.8,29.8,1001.0,-0.48676,-0.57171,0.64238,5.3,55.5,148.0,6.35000070000001
5684,3,2023-03-07 20:24:59,7.0,6.7,29.7,1001.0,-0.47664,-0.46002,0.63044,23.6,60.2,168.0,6.366667399999869
5685,3,2023-03-07 20:24:59,7.0,6.8,29.7,1001.0,-0.48898,-0.54228,0.64872,21.4,58.5,166.8,6.366667399999869
5686,3,2023-03-07 20:25:00,7.0,6.7,29.7,1001.0,-0.54254,-0.51333,0.69161,9.7,58.8,162.8,6.383332099999961
5687,3,2023-03-07 20:25:01,7.0,6.8,29.7,1001.0,-0.5191,-0.4798,0.52931,18.6,50.6,161.6,6.3999988000000485
5688,3,2023-03-07 20:25:01,7.0,6.8,29.7,1001.0,-0.49244,-0.54131,0.62874,9.4,49.8,148.6,6.3999988000000485
5689,3,2023-03-07 20:25:02,7.0,6.7,29.7,1001.0,-0.48799,-0.38837,0.62508,1.3,37.7,158.4,6.416665499999908
5690,3,2023-03-07 20:25:03,6.9,6.8,29.7,1001.1,-0.45442,-0.51261,0.69502,353.2,37.3,159.8,6.433332199999995
5691,3,2023-03-07 20:25:04,7.0,6.9,29.6,1001.1,-0.60179,-0.48535,0.66066,346.3,43.4,158.0,6.449998899999855
5692,3,2023-03-07 20:25:04,7.0,6.8,29.8,1001.0,-0.53539,-0.59655,0.69551,342.3,33.5,155.4,6.449998899999855
5693,3,2023-03-07 20:25:05,6.9,6.8,29.5,1001.0,-0.64399,-0.41491,0.65774,351.1,40.7,158.7,6.466665599999942
5694,3,2023-03-07 20:25:05,6.9,6.8,29.6,1001.0,-0.46183,-0.44193,0.66675,350.0,37.6,157.2,6.466665599999942
5695,3,2023-03-07 20:25:07,6.9,6.7,29.6,1001.0,-0.47738,-0.45157,0.69722,345.9,42.4,156.0,6.499998999999889
5696,3,2023-03-07 20:25:08,6.9,6.6,29.6,1001.0,-0.43344,-0.37342,0.74279,344.6,37.4,162.2,6.516665699999976
5697,3,2023-03-07 20:25:09,6.9,6.7,29.5,1001.0,-0.64671,-0.57484,0.72768,331.9,45.9,147.7,6.533332400000063
5698,3,2023-03-07 20:25:09,6.9,6.7,29.4,1001.0,-0.50774,-0.49403,0.66164,328.9,46.9,139.0,6.533332400000063
5699,3,2023-03-07 20:25:10,6.9,6.7,29.6,1001.0,-0.50453,-0.45592,0.68576,332.6,47.6,144.2,6.549999099999923
5700,3,2023-03-07 20:25:10,6.9,6.7,29.6,1001.0,-0.56081,-0.46605,0.65262,336.2,50.0,140.4,6.549999099999923
5701,3,2023-03-07 20:25:11,6.9,6.7,29.5,1001.0,-0.50651,-0.39802,0.65335,329.0,41.5,132.7,6.56666580000001
5702,3,2023-03-07 20:25:12,6.8,6.6,29.6,1001.0,-0.5191,-0.47208,0.71598,330.2,38.4,135.2,6.5833324999998695
5703,3,2023-03-07 20:25:12,6.8,6.6,29.6,1001.0,-0.56106,-0.48028,0.69917,332.5,38.4,137.2,6.5833324999998695
